date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:16:22	2388/2388	---M--	202	error ('Accepted')	text/html	date:Fri,%2021%20Feb%202025%2008:16:24%20GMT	https://secure.seattletimes.com/accountcenter/getsubscribersession.js?method=ajax&session=	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/secure.seattletimes.com/accountcenter/getsubscribersession7112.html	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:22	2388/2388	---M--	202	error ('Accepted')	text/html	date:Fri,%2021%20Feb%202025%2008:16:24%20GMT	https://secure.seattletimes.com/accountcenter/coraltoken.js?token=	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/secure.seattletimes.com/accountcenter/coraltoken726f.html	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:23	2388/2388	---M--	202	error ('Accepted')	text/html	date:Fri,%2021%20Feb%202025%2008:16:24%20GMT	https://secure.seattletimes.com/accountcenter/soa.js?method=ajax&session=	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/secure.seattletimes.com/accountcenter/soa7112.html	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:23	3202/3202	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c82-62e6ec7b3e600-gzip%22	https://www.seattletimes.com/wp-content/themes/st_refresh/js/site-wide/dist/st-blocking-bundle.js?ver=1739903192	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/js/site-wide/dist/st-blocking-bundle15cd.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:23	313622/313622	---M-Z	200	added ('OK')	text/css	etag:%224c916-62e6ec7b3e600-gzip%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min15cd.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:23	18315/18315	---M-Z	200	added ('OK')	text/css	etag:%22478b-62e6ec7b3e600-gzip%22	https://www.seattletimes.com/wp-content/themes/st_refresh/styles/dist/style.css?ver=1739903192	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/styles/dist/style15cd.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:24	102808/102808	---M-Z	200	added ('OK')	application/x-javascript	etag:%2219198-62e6ec7b3e600-gzip%22	https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min15cd.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:24	32197/32197	---M-Z	200	added ('OK')	application/x-javascript	etag:%227dc5-62e6ec7b3e600-gzip%22	https://www.seattletimes.com/wp-content/themes/st_refresh/js/site-wide/dist/st-sitewide-bundle.js?ver=1739903192	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/js/site-wide/dist/st-sitewide-bundle15cd.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:25	333520/333520	---M-Z	200	added ('OK')	text/javascript	etag:%2260f83da6ef70fe91a96a2166616b8b89%22	https://cdn.optimizely.com/js/25075460524.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/cdn.optimizely.com/js/25075460524.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:26	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2021%20Feb%202025%2008:16:27%20GMT	http://www.googletagmanager.com/gtm.js?id=	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.googletagmanager.com/gtm.185445.delayed	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:26	1313/1313	---M-Z	200	added ('OK')	text/xml	etag:%223394fef378dba61fea228b4e71189cb6-gzip%22	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/feed/	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/feed/index.html	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:26	1468/1468	---M-Z	200	added ('OK')	application/x-javascript	etag:%225bc-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-analytics/dist/st-analytics-article-bundle.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-analytics/dist/st-analytics-article-bundle.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:27	12433/12433	---M-Z	200	added ('OK')	application/x-javascript	etag:%223091-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-article-template/js/dist/article-main.js?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-article-template/js/dist/article-main12e3.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:27	59664/59664	---M-Z	200	added ('OK')	text/css	etag:%22e910-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-article-template/assets/css/dist/main.css?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-article-template/assets/css/dist/main12e3.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:28	25499/25499	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222b0-1932bbd42e0%22	https://seattletimes.coral.coralproject.net/assets/js/count.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/seattletimes.coral.coralproject.net/assets/js/count.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:28	108207/108207	---M-Z	200	added ('OK')	application/javascript	etag:W/%227845-1932bbd4ab0%22	https://seattletimes.coral.coralproject.net/assets/js/embed.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/seattletimes.coral.coralproject.net/assets/js/embed.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:28	7796/7796	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e74-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-coral-talk/dist/st-coraltalk-bundle.js?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-coral-talk/dist/st-coraltalk-bundle12e3.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:29	46152/46152	---M-Z	200	added ('OK')	text/css	etag:%22b448-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-coral-talk/dist/main.css?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-coral-talk/dist/main12e3.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:29	49/49	---M-Z	200	added ('OK')	text/css	etag:W/%2231-62e6ec7a4a3c0%22	https://www.seattletimes.com/wp-content/plugins/st-gutenberg/css/jwplayer.css?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-gutenberg/css/jwplayer12e3.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:29	2026/2026	---M-Z	200	added ('OK')	text/css	etag:%227ea-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-gutenberg/css/graphics-gallery.css?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-gutenberg/css/graphics-gallery12e3.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:29	215/215	---M-Z	200	added ('OK')	text/css	etag:%22d7-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-legacy-shortcodes/css/shortcodes-public.css?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-legacy-shortcodes/css/shortcodes-public12e3.css	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:30	67106/67106	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210622-62e6ec7b3e600-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-user-messaging/dist/st-user-messaging-main-bundle.js?ver=1739903192	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-user-messaging/dist/st-user-messaging-main-bundle15cd.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:33	152881/152881	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225531-62e6ec7a4a3c0-gzip%22	https://www.seattletimes.com/wp-content/plugins/st-paywall/dist/st-paywall-app.js?ver=1739903191	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/plugins/st-paywall/dist/st-paywall-app12e3.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:34	20449/20449	---M--	200	added ('OK')	image/png	etag:W/%224fe1-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/img/st-meta-facebook.png	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/img/st-meta-facebook.png	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:35	39061/39061	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22665fad8c-9895%22	http://static.chartbeat.com/js/chartbeat.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/static.chartbeat.com/js/chartbeat.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:36	33264/33264	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2262981d5e-81f0%22	https://static.chartbeat.com/js/subscriptions.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/static.chartbeat.com/js/subscriptions.js	(from https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/)
15:16:37	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2008:16:38%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/GET	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/GET	(from http://static.chartbeat.com/js/chartbeat_mab.js)
15:16:38	92685/92685	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:39%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/GET/	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/GET/index.html	(from http://static.chartbeat.com/js/chartbeat_mab.js)
15:16:38	5/5	---M--	200	added ('OK')	text/css	etag:%2267432225-5%22	https://p.typekit.net/p.css?s=1&k=lty1dar&ht=tk&f=4664.4667.5199.5200.5022.5035.5178.5310&a=1740476&app=typekit&e=css	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/p.typekit.net/p94ca.css	(from http://use.typekit.net/lty1dar.css)
15:16:39	12052/12052	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222f14-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-st.eot?1642194637932	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-stcae6.eot	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:40	92685/92685	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:41%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/$&/	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/$&/index.html	(from https://www.seattletimes.com/wp-content/plugins/st-spruce-deuce/dist/st-spruce-app.js?ver=1739903237)
15:16:40	12052/12052	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222f14-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-st.eot?	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-std41d.eot	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:40	6148/6148	---M-Z	200	added ('OK')	font/woff2	etag:W/%221804-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-st.woff2?1642194637932	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-stcae6.woff2	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:41	92685/92685	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:41%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/Safari/	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/Safari/index.html	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/site-wide/dist/st-blocking-bundle.js?ver=1739903192)
15:16:41	7360/7360	---M-Z	200	added ('OK')	font/woff	etag:W/%221cc0-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-st.woff?1642194637932	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-stcae6.woff	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:41	11884/11884	---MCZ	200	added ('OK')	font/ttf	etag:W/%222e6c-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-st.ttf?1642194637932	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/fonts/icons-stcae6.ttf	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:41	6517/6517	---M--	200	added ('OK')	image/png	etag:W/%221975-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/img/footer-temp.png	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/img/footer-temp.png	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:43	92667/92667	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:43%20GMT	https://www.seattletimes.com/wp-content/themes/st_refresh/img/st-logo.png	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/img/st-logo.png	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:43	2488/2488	---M--	200	added ('OK')	image/png	etag:W/%229b8-62e6ec7b3e600%22	https://www.seattletimes.com/wp-content/themes/st_refresh/css/img/elections-logo.png	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/wp-content/themes/st_refresh/css/img/elections-logo.png	(from https://www.seattletimes.com/wp-content/themes/st_refresh/css/styles.min.css?ver=1739903192)
15:16:44	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:45%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/events/events.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/events/events.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:45	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:46%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/helpers/helpers.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/helpers/helpers.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:46	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:47%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/navigation/views/body.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/navigation/views/body.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:47	92915/92915	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:48%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/navigation/views/container.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/navigation/views/container.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:48	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:49%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/article-takeover/views/article-takeover.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/article-takeover/views/article-takeover.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:49	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:50%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/gtm/models/gtm-model.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/gtm/models/gtm-model.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:50	92915/92915	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:51%20GMT	https://www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/gtm/views/gtm-view.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/uw-huskies/hansen-throws-no-hitter-for-uw-softball/gtm/views/gtm-view.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:51	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:52%20GMT	https://www.seattletimes.com/sports/events/events.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/events/events.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:53	92915/92915	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Feb%202025%2008:16:53%20GMT	https://www.seattletimes.com/sports/helpers/helpers.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/www.seattletimes.com/sports/helpers/helpers.js	(from https://www.seattletimes.com/wp-content/themes/st_refresh/js/bundle.min.js?ver=1739903192)
15:16:55	65499/65499	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2256de00ef-ffdb%22	https://static.chartbeat.com/js/inpage.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/static.chartbeat.com/js/inpage.js	(from http://static.chartbeat.com/js/chartbeat.js)
15:16:56	50280/50280	---M-Z	200	added ('OK')	application/javascript	etag:%22ef66a8372cd37a4788146a1eafdf2ed6%22	http://static2.chartbeat.com/js/mab-inpagedev.js	D:/SERVER/xampp-8-2025/htdocs/clone_site/seattle/static2.chartbeat.com/js/mab-inpagedev.js	(from https://static.chartbeat.com/js/inpage.js)
